id,userid,movieid,rate
257,1,268,5
258,1,269,5
259,1,270,5
260,1,271,2
261,1,272,3
262,2,1,4
263,2,10,2
264,2,14,4
265,2,19,3
266,2,25,4
267,2,100,5
268,2,111,4
269,2,127,5
270,2,237,4
271,2,242,5
272,2,255,4
273,2,257,4
274,2,258,3
275,2,269,4
276,2,272,5
277,2,273,4
278,2,274,3
279,2,275,5
280,2,276,4
281,2,277,4
282,2,278,3
283,2,279,4
284,2,282,4
285,2,283,5
286,2,284,4
287,2,285,5
288,2,286,4
289,2,287,3
290,2,288,3
291,2,289,3
292,2,291,3
293,2,293,4
294,2,294,1
295,2,295,4
296,2,296,3
297,2,298,3
298,2,299,4
299,2,300,4
300,2,301,4
301,2,302,5
302,2,303,4
303,2,304,4
304,2,305,3
305,2,306,4
306,2,307,3
307,2,308,3
308,2,309,1
309,2,310,4
310,2,311,5
311,2,313,5
312,2,315,1
313,2,316,5
314,3,181,4
315,3,258,2
316,3,260,4
317,3,264,2
318,3,268,3
319,3,271,3
320,3,272,2
321,3,288,2
322,3,299,3
323,3,300,2
324,3,302,2
325,3,303,3
326,3,307,3
327,3,317,2
328,3,318,4
329,3,319,2
330,3,320,5
331,3,321,5
332,3,322,3
333,3,324,2
334,3,325,1
335,3,326,2
336,3,327,4
337,3,329,4
338,3,330,2
339,3,333,2
340,3,336,1
341,3,338,2
342,3,339,3
343,3,340,5
344,3,341,1
345,3,342,4
346,3,344,4
347,3,345,3
348,3,346,5
349,3,347,5
350,3,348,4
351,3,349,3
352,3,350,3
353,3,351,3
354,3,352,2
355,3,353,1
356,3,354,3
357,3,355,3
358,4,11,4
359,4,210,3
360,4,258,5
361,4,271,4
362,4,300,5
363,4,301,5
364,4,324,5
365,4,327,5
366,4,328,3
367,4,329,5
368,4,358,2
369,4,359,5
370,4,360,5
371,4,362,5
372,5,21,3
373,5,24,4
374,5,25,3
375,5,29,4
376,5,40,4
377,5,42,5
378,5,50,4
379,5,62,4
380,5,63,1
381,5,66,1
382,5,69,1
383,5,70,4
384,5,79,3
385,5,80,2
386,5,89,5
387,5,90,3
388,5,94,3
389,5,95,4
390,5,99,3
391,5,100,5
392,5,101,5
393,5,102,3
394,5,105,3
395,5,109,5
396,5,121,4
397,5,135,4
398,5,139,3
399,5,143,3
400,5,144,3
401,5,145,1
402,5,151,3
403,5,153,5
404,5,154,3
405,5,162,1
406,5,163,5
407,5,167,2
408,5,168,3
409,5,169,5
410,5,172,5
411,5,173,4
412,5,174,5
413,5,176,3
414,5,181,5
415,5,183,4
416,5,185,3
417,5,186,5
418,5,189,5
419,5,194,4
420,5,200,2
421,5,204,4
422,5,208,4
423,5,209,5
424,5,210,3
425,5,211,4
426,5,214,3
427,5,216,1
428,5,219,3
429,5,222,4
430,5,226,3
431,5,227,4
432,5,228,5
433,5,229,2
434,5,230,3
435,5,231,2
436,5,233,4
437,5,234,2
438,5,235,4
439,5,239,4
440,5,241,1
441,5,243,1
442,5,250,3
443,5,257,5
444,5,259,1
445,5,267,4
446,5,364,1
447,5,365,1
448,5,366,3
449,5,367,3
450,5,368,1
451,5,369,1
452,5,370,1
453,5,371,1
454,5,372,3
455,5,373,3
456,5,374,3
457,5,375,3
458,5,376,2
459,5,377,1
460,5,378,1
461,5,379,3
462,5,380,3
463,5,381,1
464,5,382,5
465,5,383,3
466,5,384,3
467,5,385,4
468,5,386,2
469,5,387,3
470,5,388,2
471,5,389,1
472,5,390,5
473,5,391,4
474,5,392,2
475,5,393,2
476,5,394,2
477,5,395,2
478,5,396,5
479,5,397,2
480,5,398,2
481,5,399,3
482,5,400,1
483,5,401,5
484,5,402,1
485,5,403,3
486,5,404,2
487,5,405,3
488,5,406,1
489,5,407,3
490,5,408,5
491,5,409,2
492,5,410,1
493,5,411,1
494,5,412,3
495,5,413,3
496,5,414,3
497,5,415,1
498,5,416,1
499,5,417,3
500,5,418,3
501,5,419,3
502,5,420,3
503,5,421,1
504,5,422,4
505,5,423,4
506,5,425,2
507,5,426,3
508,5,427,3
509,5,428,5
510,5,429,3
511,5,430,5
512,5,431,3
513,5,432,4
514,5,433,5
515,5,434,5
516,5,435,4
517,5,436,5
518,5,437,1
519,5,438,1
520,5,440,1
521,5,441,1
522,5,442,1
523,5,443,4
524,5,444,2
525,5,445,3
526,5,446,4
527,5,447,3
528,5,448,2
529,5,449,2
530,5,450,1
531,5,451,1
532,5,452,1
533,5,453,1
534,5,455,4
535,5,456,1
536,5,457,1
537,6,1,4
538,6,7,2
539,6,8,4
540,6,9,4
541,6,12,4
542,6,13,2
543,6,15,3
544,6,19,4
545,6,21,3
546,6,22,3
547,6,28,2
548,6,32,4
549,6,47,3
550,6,50,4
551,6,56,4
552,6,59,5
553,6,64,4
554,6,70,3
555,6,71,4
556,6,79,3
557,6,81,4
558,6,87,4
559,6,89,4
560,6,95,2
561,6,100,5
562,6,111,2
563,6,117,2
564,6,124,5
565,6,125,3
566,6,127,5
567,6,131,5
568,6,132,5
569,6,133,4
570,6,134,5
571,6,135,5
572,6,136,5
573,6,137,5
574,6,143,2
575,6,151,3
576,6,153,4
577,6,154,3
578,6,156,3
579,6,165,5
580,6,166,4
581,6,168,4
582,6,169,4
583,6,170,4
584,6,173,5
585,6,174,4
586,6,175,4
587,6,177,4
588,6,178,4
589,6,180,4
590,6,182,4
591,6,183,4
592,6,185,5
593,6,186,4
594,6,187,4
595,6,188,3
596,6,189,3
597,6,191,4
598,6,192,4
599,6,193,3
600,6,194,4
601,6,195,4
602,6,197,5
603,6,199,4
604,6,200,3
605,6,202,3
606,6,203,3
607,6,204,3
608,6,205,3
609,6,208,4
610,6,209,4
611,6,211,5
612,6,213,4
613,6,216,5
614,6,221,4
615,6,223,4
616,6,237,2
617,6,238,5
618,6,242,4
619,6,246,3
620,6,248,3
621,6,257,2
622,6,259,1
623,6,261,3
624,6,268,3
625,6,269,4
626,6,272,4
627,6,274,4
628,6,275,4
629,6,276,2
630,6,284,2
631,6,285,3
632,6,286,2
633,6,293,3
634,6,294,2
635,6,297,3
636,6,298,3
637,6,302,4
638,6,303,3
639,6,304,4
640,6,306,4
641,6,308,3
642,6,309,2
643,6,310,2
644,6,317,3
645,6,318,4
646,6,321,3
647,6,340,2
648,6,357,4
649,6,367,2
650,6,405,1
651,6,408,4
652,6,410,4
653,6,419,4
654,6,423,3
655,6,425,3
656,6,427,4
657,6,432,4
658,6,435,4
659,6,458,1
660,6,459,2
661,6,460,2
662,6,461,4
663,6,462,5
664,6,464,2
665,6,465,1
666,6,466,4
667,6,467,4
668,6,468,3
669,6,469,5
670,6,470,3
671,6,471,2
672,6,472,1
673,6,473,2
674,6,474,5
675,6,475,5
676,6,476,1
677,6,477,1
678,6,478,4
679,6,479,5
680,6,480,4
681,6,481,5
682,6,482,4
683,6,483,5
684,6,484,5
685,6,485,5
686,6,486,4
687,6,487,5
688,6,488,5
689,6,489,5
690,6,490,5
691,6,491,4
692,6,493,5
693,6,494,4
694,6,495,4
695,6,496,4
696,6,497,4
697,6,498,4
698,6,499,4
699,6,500,4
700,6,501,5
701,6,502,4
702,6,503,3
703,6,504,3
704,6,505,4
705,6,506,4
706,6,507,4
707,6,508,3
708,6,509,4
709,6,510,4
710,6,511,5
711,6,512,4
712,6,513,4
713,6,514,5
714,6,515,4
715,6,516,4
716,6,518,3
717,6,519,5
718,6,520,4
719,6,521,4
720,6,522,5
721,6,523,5
722,6,524,3
723,6,525,5
724,6,526,3
725,6,527,4
726,6,528,4
727,6,529,4
728,6,530,4
729,6,531,4
730,6,532,3
731,6,533,4
732,6,534,4
733,6,535,2
734,6,536,4
735,6,537,4
736,6,538,2
737,6,539,2
738,7,4,5
739,7,7,5
740,7,8,5
741,7,9,5
742,7,10,4
743,7,11,3
744,7,12,5
745,7,22,5
746,7,23,3
747,7,25,3
748,7,27,4
749,7,28,5
750,7,29,3
751,7,31,4
752,7,39,5
753,7,44,5
754,7,47,5
755,7,50,5
756,7,51,2
757,7,52,4
758,7,53,5
759,7,54,3
760,7,56,5
761,7,62,3
762,7,64,5
763,7,68,4
764,7,69,5
765,7,70,1
766,7,71,5
767,7,72,5
768,7,73,3
769,7,77,5
770,7,78,3
771,7,79,4
772,7,80,4
773,7,81,5
774,7,82,3
775,7,86,4
776,7,89,5
777,7,90,3
778,7,91,3
779,7,92,5
780,7,93,5
781,7,96,5
782,7,97,5
783,7,98,4
784,7,99,5
785,7,100,5
786,7,101,5
787,7,106,4
788,7,118,2
789,7,121,5
790,7,125,4
791,7,126,3
792,7,127,5
793,7,131,5
794,7,132,5
795,7,133,5
796,7,134,4
797,7,135,5
798,7,136,5
799,7,139,3
800,7,140,5
801,7,141,5
802,7,142,3
803,7,143,3
804,7,144,5
805,7,145,1
806,7,151,4
807,7,152,4
808,7,153,5
809,7,154,5
810,7,156,5
811,7,157,5
812,7,161,3
813,7,162,5
814,7,164,5
815,7,166,3
816,7,168,5
817,7,171,3
818,7,172,4
819,7,173,5
820,7,174,5
821,7,175,5
822,7,176,3
823,7,177,4
824,7,178,4
825,7,179,5
826,7,180,5
827,7,181,3
828,7,182,4
829,7,183,4
830,7,185,5
831,7,186,4
832,7,187,4
833,7,188,5
834,7,190,5
835,7,191,5
836,7,192,4
837,7,193,5
838,7,194,5
839,7,195,5
840,7,196,5
841,7,197,4
842,7,198,3
843,7,199,5
844,7,200,5
845,7,201,2
846,7,202,3
847,7,203,5
848,7,204,5
849,7,205,5
850,7,207,4
851,7,208,5
852,7,210,4
853,7,211,5
854,7,212,1
855,7,213,3
856,7,214,5
857,7,215,4
858,7,216,4
859,7,217,4
860,7,219,1
861,7,223,5
862,7,226,5
863,7,227,3
864,7,228,4
865,7,229,3
866,7,230,3
867,7,231,3
868,7,232,3
869,7,234,5
870,7,237,5
871,7,238,5
872,7,241,4
873,7,258,4
874,7,259,3
875,7,260,1
876,7,264,4
877,7,265,5
878,7,266,4
879,7,268,3
880,7,269,3
881,7,273,3
882,7,275,4
883,7,281,3
884,7,285,5
885,7,286,4
886,7,288,4
887,7,294,1
888,7,300,4
889,7,307,5
890,7,309,3
891,7,317,4
892,7,318,5
893,7,324,1
894,7,334,5
895,7,341,3
896,7,356,4
897,7,357,5
898,7,365,4
899,7,367,5
900,7,378,5
901,7,379,4
902,7,380,4
903,7,384,3
904,7,385,5
905,7,386,4
906,7,387,3
907,7,389,4
908,7,391,3
909,7,393,4
910,7,396,4
911,7,399,4
912,7,401,4
913,7,402,5
914,7,403,4
915,7,404,5
916,7,405,3
917,7,415,2
918,7,416,5
919,7,417,3
920,7,418,4
921,7,419,3
922,7,420,5
923,7,421,3
924,7,423,5
925,7,427,5
926,7,428,5
927,7,429,5
928,7,431,4
929,7,432,4
930,7,433,5
931,7,434,4
932,7,435,5
933,7,436,5
934,7,440,1
935,7,441,2
936,7,443,5
937,7,444,5
938,7,446,2
939,7,447,5
940,7,448,3
941,7,449,3
942,7,450,4
943,7,451,5
944,7,452,5
945,7,461,4
946,7,463,4
947,7,465,4
948,7,470,3
949,7,471,4
950,7,472,2
951,7,474,5
952,7,480,4
953,7,481,5
954,7,482,3
955,7,483,4
956,7,484,5
957,7,485,5
958,7,487,3
959,7,488,4
960,7,489,3
961,7,491,5
962,7,495,5
963,7,496,5
964,7,498,5
965,7,499,4
966,7,501,5
967,7,502,5
968,7,503,4
969,7,504,5
970,7,505,3
971,7,506,5
972,7,507,5
973,7,509,5
974,7,510,5
975,7,511,5
976,7,513,4
977,7,514,2
978,7,515,3
979,7,519,4
980,7,520,5
981,7,521,5
982,7,523,4
983,7,526,5
984,7,527,5
985,7,528,5
986,7,529,2
987,7,530,5
988,7,537,3
989,7,540,3
990,7,541,2
991,7,542,4
992,7,543,3
993,7,544,3
994,7,545,2
995,7,546,4
996,7,547,3
997,7,548,5
998,7,549,4
999,7,550,4
1000,7,551,1
1001,7,552,4
1002,7,553,3
1003,7,554,3
1004,7,555,4
1005,7,556,3
1006,7,557,4
1007,7,558,4
1008,7,559,5
1009,7,560,3
1010,7,561,4
1011,7,562,5
1012,7,563,2
1013,7,564,3
1014,7,565,4
1015,7,566,4
1016,7,567,1
1017,7,568,5
1018,7,569,4
1019,7,570,3
1020,7,571,3
1021,7,572,3
1022,7,573,5
1023,7,574,5
1024,7,575,3
1025,7,576,5
1026,7,577,2
1027,7,578,3
1028,7,579,4
1029,7,580,3
1030,7,581,5
1031,7,582,5
1032,7,583,2
1033,7,584,4
1034,7,585,4
1035,7,586,3
1036,7,587,4
1037,7,588,4
1038,7,589,5
1039,7,590,2
1040,7,591,3
1041,7,592,5
1042,7,593,5
1043,7,594,3
1044,7,595,2
1045,7,596,5
1046,7,597,3
1047,7,598,3
1048,7,599,1
1049,7,600,4
1050,7,601,5
1051,7,602,3
1052,7,603,4
1053,7,604,3
1054,7,605,4
1055,7,606,3
1056,7,607,3
1057,7,608,4
1058,7,609,3
1059,7,610,5
1060,7,611,3
1061,7,612,5
1062,7,613,4
1063,7,614,5
1064,7,615,4
1065,7,616,4
1066,7,617,5
1067,7,618,4
1068,7,619,3
1069,7,620,4
1070,7,621,5
1071,7,622,4
1072,7,623,3
1073,7,624,4
1074,7,625,3
1075,7,626,5
1076,7,627,3
1077,7,628,3
1078,7,629,3
1079,7,630,5
1080,7,631,4
1081,7,632,5
1082,7,633,5
1083,7,634,5
1084,7,635,3
1085,7,636,4
1086,7,637,4
1087,7,638,4
1088,7,639,5
1089,7,640,3
1090,7,641,5
1091,7,642,3
1092,7,643,4
1093,7,644,5
1094,7,645,4
1095,7,646,5
1096,7,647,5
1097,7,649,5
1098,7,650,3
1099,7,651,5
1100,7,652,3
1101,7,653,4
1102,7,654,5
1103,7,655,5
1104,7,656,3
1105,7,657,4
1106,7,658,3
1107,7,659,5
1108,7,660,5
1109,7,662,3
1110,7,663,5
1111,7,664,3
1112,7,665,4
1113,7,666,4
1114,7,667,5
1115,7,668,4
1116,7,669,1
1117,7,670,5
1118,7,671,5
1119,7,672,1
1120,7,673,3
1121,7,674,2
1122,7,675,5
1123,7,676,3
1124,7,677,3
1125,7,678,3
1126,7,679,5
1127,7,680,4
1128,7,681,1
1129,7,682,2
1130,7,683,4
1131,8,7,3
1132,8,11,3
1133,8,55,5
1134,8,56,5
1135,8,82,5
1136,8,96,3
1137,8,127,5
1138,8,144,5
1139,8,172,5
1140,8,174,5
1141,8,176,5
1142,8,177,4
1143,8,181,4
1144,8,183,5
1145,8,187,4
1146,8,188,5
1147,8,190,4
1148,8,195,5
1149,8,210,4
1150,8,222,5
1151,8,227,4
1152,8,228,5
1153,8,229,5
1154,8,233,4
1155,8,241,4
1156,8,243,2
1157,8,258,5
1158,8,259,1
1159,8,260,3
1160,8,273,3
1161,8,301,4
1162,8,336,3
1163,8,341,2
1164,8,358,2
1165,8,403,4
1166,8,431,2
1167,8,435,5
1168,8,510,4
1169,8,511,5
1170,8,518,4
1171,8,566,3
1172,8,568,4
1173,8,651,5
1174,8,684,4
1175,8,685,4
1176,8,686,3
1177,8,687,1
1178,8,688,1
1179,8,689,4
1180,9,7,4
1181,9,50,5
1182,9,201,5
1183,9,242,4
1184,9,276,4
1185,9,294,4
1186,9,371,5
1187,9,385,5
1188,9,402,4
1189,9,483,5
1190,9,615,4
1191,9,690,1
1192,10,1,4
1193,10,4,4
1194,10,9,4
1195,10,11,4
1196,10,12,5
1197,10,13,3
1198,10,22,5
1199,10,23,5
1200,10,32,4
1201,10,33,4
1202,10,40,4
1203,10,48,4
1204,10,50,5
1205,10,56,5
1206,10,59,4
1207,10,60,3
1208,10,64,4
1209,10,69,4
1210,10,70,4
1211,10,82,4
1212,10,85,4
1213,10,93,4
1214,10,98,4
1215,10,99,5
1216,10,116,4
1217,10,124,5
1218,10,127,5
1219,10,129,4
1220,10,132,5
1221,10,133,5
1222,10,134,5
1223,10,135,5
1224,10,137,4
1225,10,144,4
1226,10,153,4
1227,10,155,4
1228,10,156,4
1229,10,157,5
1230,10,160,4
1231,10,161,4
1232,10,162,4
1233,10,164,4
1234,10,168,4
1235,10,170,4
1236,10,174,4
1237,10,176,4
1238,10,178,5
1239,10,179,5
1240,10,180,5
1241,10,182,5
1242,10,183,5
1243,10,185,5
1244,10,186,4
1245,10,191,5
1246,10,192,4
1247,10,194,4
1248,10,195,4
1249,10,197,5
1250,10,198,3
1251,10,199,4
1252,10,200,5
1253,10,203,4
1254,10,205,5
1255,10,211,5
1256,10,216,4
1257,10,218,4
1258,10,221,4
1259,10,223,5
1260,10,230,4
1261,10,234,4
1262,10,238,4
1263,10,245,4
1264,10,269,4
1265,10,273,4
1266,10,274,4
1267,10,275,4
1268,10,276,4
1269,10,283,4
1270,10,286,4
1271,10,289,4
1272,10,294,3
1273,10,302,4
1274,10,319,3
1275,10,321,4
1276,10,333,4
1277,10,334,4
1278,10,340,4
1279,10,357,5
1280,10,367,4
1281,10,371,4
1282,10,385,4
1283,10,404,4
1284,10,414,4
1285,10,418,4
1286,10,420,4
1287,10,430,3
1288,10,432,4
1289,10,435,5
1290,10,447,4
1291,10,462,3
1292,10,463,4
1293,10,467,4
1294,10,470,4
1295,10,474,4
1296,10,475,4
1297,10,478,5
1298,10,479,5
1299,10,480,5
1300,10,482,4
1301,10,483,5
1302,10,484,5
1303,10,489,4
1304,10,493,4
1305,10,495,4
1306,10,496,5
1307,10,497,4
1308,10,498,5
1309,10,499,4
1310,10,502,4
1311,10,505,4
1312,10,509,4
1313,10,510,5
1314,10,511,4
1315,10,513,4
1316,10,518,4
1317,10,519,5
1318,10,521,4
1319,10,525,5
1320,10,527,4
1321,10,529,3
1322,10,530,4
1323,10,531,5
1324,10,558,4
1325,10,582,4
1326,10,588,4
1327,10,589,5
1328,10,602,5
1329,10,603,5
1330,10,604,4
1331,10,606,5
1332,10,610,4
1333,10,615,4
1334,10,617,5
1335,10,629,4
1336,10,651,4
1337,10,652,3
1338,10,654,5
1339,10,655,5
1340,10,656,5
1341,10,657,4
1342,10,663,3
1343,10,664,4
1344,10,686,4
1345,10,692,4
1346,10,693,4
1347,10,694,5
1348,10,695,3
1349,10,696,4
1350,10,697,3
1351,10,698,4
1352,10,699,4
1353,10,700,4
1354,10,701,4
1355,10,702,3
1356,10,703,5
1357,10,704,3
1358,10,705,4
1359,10,706,4
1360,10,707,5
1361,10,708,4
1362,10,709,4
1363,10,710,4
1364,10,711,4
1365,10,712,4
1366,11,8,4
1367,11,9,5
1368,11,11,2
1369,11,12,2
1370,11,15,5
1371,11,22,4
1372,11,24,3
1373,11,25,3
1374,11,28,5
1375,11,29,3
1376,11,39,3
1377,11,40,3
1378,11,42,3
1379,11,47,4
1380,11,51,4
1381,11,52,3
1382,11,54,3
1383,11,56,4
1384,11,57,2
1385,11,58,3
1386,11,69,3
1387,11,70,4
1388,11,79,4
1389,11,83,5
1390,11,86,4
1391,11,88,3
1392,11,90,2
1393,11,94,3
1394,11,97,4
1395,11,98,2
1396,11,100,4
1397,11,107,4
1398,11,109,3
1399,11,120,2
1400,11,121,3
1401,11,123,3
1402,11,125,4
1403,11,135,4
1404,11,168,3
1405,11,173,5
1406,11,175,3
1407,11,176,3
1408,11,180,2
1409,11,185,4
1410,11,190,3
1411,11,191,4
1412,11,194,4
1413,11,196,5
1414,11,203,4
1415,11,204,3
1416,11,208,4
1417,11,211,3
1418,11,213,4
1419,11,215,3
1420,11,216,3
1421,11,222,3
1422,11,228,3
1423,11,229,4
1424,11,230,4
1425,11,237,4
1426,11,238,3
1427,11,239,4
1428,11,241,4
1429,11,258,5
1430,11,259,3
1431,11,260,1
1432,11,268,5
1433,11,274,3
1434,11,277,5
1435,11,286,5
1436,11,290,3
1437,11,291,4
1438,11,300,3
1439,11,301,4
1440,11,312,4
1441,11,317,4
1442,11,318,5
1443,11,324,1
1444,11,332,5
1445,11,350,4
1446,11,356,4
1447,11,357,5
1448,11,365,3
1449,11,367,3
1450,11,370,3
1451,11,372,4
1452,11,382,3
1453,11,383,2
1454,11,386,3
1455,11,393,4
1456,11,395,2
1457,11,399,3
1458,11,401,3
1459,11,402,4
1460,11,405,3
1461,11,414,3
1462,11,423,5
1463,11,427,4
1464,11,428,4
1465,11,429,5
1466,11,430,3
1467,11,431,2
1468,11,433,4
1469,11,434,4
1470,11,435,4
1471,11,449,3
1472,11,451,2
1473,11,455,3
1474,11,504,3
1475,11,508,4
1476,11,517,2
1477,11,521,2
1478,11,524,4
1479,11,526,3
1480,11,527,4
1481,11,544,4
1482,11,549,4
1483,11,561,2
1484,11,573,3
1485,11,577,3
1486,11,580,5
1487,11,597,2
1488,11,603,4
1489,11,646,3
1490,11,652,4
1491,11,654,3
1492,11,659,5
1493,11,660,3
1494,11,662,3
1495,11,663,4
1496,11,690,4
1497,11,692,4
1498,11,699,4
1499,11,707,5
1500,11,710,2
1501,11,713,5
1502,11,714,4
1503,11,715,3
1504,11,716,3
1505,11,717,2
1506,11,718,5
1507,11,719,3
1508,11,720,1
1509,11,721,3
1510,11,722,3
1511,11,724,3
1512,11,726,3
1513,11,727,3
1514,11,728,3
1515,11,729,4
1516,11,730,3
1517,11,731,4
1518,11,733,4
1519,11,734,3
1520,11,735,3
1521,11,736,4
1522,11,737,4
1523,11,738,3
1524,11,739,3
1525,11,741,5
1526,11,742,3
1527,11,743,2
1528,11,744,4
1529,11,745,5
1530,11,746,4
1531,11,747,3
1532,11,748,1
1533,11,749,5
1534,11,750,5
1535,11,751,2
1536,11,752,4
1537,12,4,5
1538,12,15,5
1539,12,28,5
1540,12,50,4
1541,12,69,5
1542,12,71,4
1543,12,88,5
1544,12,98,5
1545,12,127,4
1546,12,133,4
1547,12,157,5
1548,12,159,4
1549,12,161,5
1550,12,168,4
1551,12,170,4
1552,12,174,5
1553,12,191,5
1554,12,195,4
1555,12,196,5
1556,12,200,1
1557,12,202,4
1558,12,203,3
1559,12,215,4
1560,12,216,5
1561,12,228,4
1562,12,238,5
1563,12,242,5
1564,12,276,4
1565,12,282,5
1566,12,318,5
1567,12,328,4
1568,12,381,4
1569,12,392,4
1570,12,402,5
1571,12,416,3
1572,12,480,4
1573,12,591,5
1574,12,684,5
1575,12,708,3
1576,12,753,5
1577,12,754,4
1578,13,1,3
1579,13,2,3
1580,13,4,5
1581,13,5,1
1582,13,7,2
1583,13,8,4
1584,13,9,3
1585,13,11,1
1586,13,12,5
1587,13,13,5
1588,13,14,4
1589,13,17,1
1590,13,21,3
1591,13,22,4
1592,13,23,5
1593,13,24,1
1594,13,25,1
1595,13,27,3
1596,13,28,5
1597,13,29,2
1598,13,32,4
1599,13,33,5
1600,13,37,1
1601,13,38,3
1602,13,39,3
1603,13,40,2
1604,13,42,4
1605,13,45,3
1606,13,48,5
1607,13,49,4
1608,13,50,5
1609,13,51,3
1610,13,53,1
1611,13,58,4
1612,13,59,4
1613,13,60,4
1614,13,61,4
1615,13,62,5
1616,13,64,5
1617,13,66,3
1618,13,67,1
1619,13,68,3
1620,13,69,4
1621,13,70,3
1622,13,71,4
1623,13,72,4
1624,13,73,3
1625,13,78,1
1626,13,79,3
1627,13,82,2
1628,13,83,2
1629,13,86,1
1630,13,87,5
1631,13,88,4
1632,13,89,4
1633,13,90,3
1634,13,91,2
1635,13,92,3
1636,13,94,3
1637,13,95,5
1638,13,96,4
1639,13,97,4
1640,13,99,4
1641,13,100,5
1642,13,109,4
1643,13,110,3
1644,13,111,5
1645,13,116,5
1646,13,117,3
1647,13,118,4
1648,13,121,5
1649,13,124,5
1650,13,127,5
1651,13,128,1
1652,13,132,4
1653,13,135,5
1654,13,137,5
1655,13,138,1
1656,13,141,2
1657,13,143,1
1658,13,144,4
1659,13,145,2
1660,13,147,3
1661,13,150,5
1662,13,152,5
1663,13,153,4
